timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
12902603256,-2,-12,-8,0,0,0,-2,-2
12902616837,1,7,1,-1,-1,-2,1,-2
12902616837,-5,-1,6,2,-3,-3,-1,-1
12902617611,1,-2,-27,-6,0,-1,-1,-1
12902617611,-3,-7,19,-6,-3,-2,0,-2
12902640111,-7,-11,26,0,-4,-2,-3,-5
12902640111,0,-4,3,11,-3,-2,0,1
12902640765,1,-1,-9,-1,0,0,-1,-1
12902640765,0,0,-20,-3,0,-1,-1,1
12902653795,-2,-7,4,-3,0,-1,-1,-1
12902653795,-2,2,1,-4,-1,1,-1,-1
12902661974,1,-4,-1,0,2,1,-1,-1
12902661974,4,8,2,1,1,0,0,0
12902676994,-2,15,5,2,1,-2,-2,-2
12902676994,-1,-3,5,-7,-3,-2,0,-1
12902677613,-2,-1,-5,7,3,-1,-1,0
12902677613,4,20,-1,0,2,-1,0,0
12902700060,0,5,15,-7,-2,-3,-2,-1
12902700060,-2,2,3,3,2,1,-3,1
12902700720,-4,-4,-6,-5,-5,-2,-3,-3
12902700720,-3,-4,-2,1,1,-1,0,-1
12902713756,1,-11,-24,-4,-2,1,0,1
12902713756,3,16,6,1,0,-1,0,1
12902721874,-2,-10,16,-5,-3,-1,-3,-2
12902721874,-4,-6,-3,8,-1,-1,-2,-2
12902736934,2,1,-13,-6,-3,-1,1,-1
12902736934,-2,-6,-5,5,3,0,-1,-2
12902737593,-7,-3,10,0,-1,1,1,-1
12902737593,-1,1,0,-4,-1,-4,-3,-2
12902760060,-1,0,-6,5,0,-1,0,0
12902760060,0,4,-23,-9,0,-1,0,0
12902760767,-5,4,53,7,-2,-3,-3,-4
12902760767,-1,-12,-2,-4,-2,0,-1,-2
12902782655,-2,1,-10,-3,-1,-1,-1,-1
12902782655,4,12,7,6,1,0,2,1
12902783191,-2,-15,-26,-14,0,1,-1,-1
12902783191,-3,-9,4,2,-2,-1,-2,1
12902796928,-2,-3,11,2,-2,-2,-2,-2
12902796928,-4,-12,-24,-3,-2,-2,-1,-2
12902797585,1,2,-9,-1,0,0,-1,0
12902797585,-2,7,8,2,-1,-2,-2,0
12902820171,2,-2,-9,-4,3,-2,-1,-1
12902820171,-11,-16,1,1,-1,1,0,-4
12902820800,0,2,-5,-1,-4,-2,0,0
12902820800,1,1,8,-5,-5,-2,-1,0
12902842622,-2,-3,-4,-2,0,1,-3,1
12902842622,-5,-25,12,0,-1,-4,0,-4
12902843193,-1,8,-25,3,0,-2,-1,0
12902843193,-1,0,-13,-2,-1,1,-1,-1
12902856951,0,4,0,5,-3,2,1,-1
12902856951,2,-6,-24,-12,1,0,-1,-1
12902857593,0,1,29,2,1,-1,-1,0
12902857593,-4,-3,0,2,-1,1,-2,-1
12902880111,-2,2,5,-1,-3,-2,0,0
12902880111,-2,-4,-22,-8,-4,1,-2,0
12902880715,4,1,11,11,2,-1,-1,0
12902880715,-2,0,4,1,-1,0,2,-2
12902902514,2,-4,-3,-3,-1,-3,-2,-2
12902902514,0,0,8,3,0,-1,-2,-1
12902903319,-6,2,-13,-12,-6,-2,-2,-3
12902903319,0,-7,-1,1,0,1,-1,-1
12902916728,0,-6,-15,-1,-3,2,0,0
12902916728,-5,-16,21,-2,-6,-3,-3,-3
12902917533,1,-3,-8,-1,-1,-1,-1,-1
12902917533,0,-5,-32,-1,5,-1,0,0
12902939998,1,0,4,-7,-2,0,-1,1
12902939998,-1,3,38,5,-1,-2,-4,-2
12902940764,-2,-3,-9,-5,-3,-1,0,-2
12902940764,-1,7,-9,-2,-4,-2,0,0
12902962568,1,-1,-15,-8,0,-1,-1,-3
12902962568,1,3,16,9,-4,-1,-1,0
12902963294,1,-9,-1,-13,-1,-1,0,-1
12902963294,-6,8,-3,1,-3,0,-3,-1
12902976784,-2,1,-3,-2,-4,-4,0,-2
